App Link on Google Play,Application Name,Number of Reviews,Application Description,Number of Characters in Description,Overall Rate,First Page Reviews,Number of Characters in First Page Reviews,Last Update,Ending Date,Number of Days Since Last Update,App Size,App Installs, Version Required,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.acoustiguidemobile.vancouver_art_gallery,Vancouver Art Gallery,19.00,"The Vancouver Art Gallery, the largest art museum in western Canada, was founded in 1931 and is a not-for-profit organization. The Gallery has a permanent collection of over 11,000 objects, which includes an unsurpassed collection of work by Emily Carr, one of Canada’s most important artists. The Gallery is situated in the heart of Vancouver, in a heritage building that was designed by the architect Francis Rattenbury and retrofitted by Arthur Erickson in the 1980s in order to become an art museum. It has 42,000 square feet of exhibition space on four floors and receives well over 200,000 visitors annually. The Gallery presents an ambitious program of exhibitions, engaging public programs and award-winning publications. Enhance your experience of current exhibitions through the Vancouver Art Gallery’s Audio Guide app. This guide offers audio commentary developed by curators, artists, writers, designers and educators, about works of art in select exhibitions. A WiFi connection is available while using the application inside the Gallery’s exhibition space. Highlights include: - Audio guide tours that provide commentary on key artworks and lead visitors through select exhibitions - Photographic documentation and descriptions of key artworks in the audio guide - Customized favourites list that allows you to save works - Floor plans that provide maps of select exhibitions - Information about current exhibitions - Special events listing with information on upcoming public programs - Details about the Gallery’s membership program - Visitor information that includes details on location, hours and contactsRead moreCollapse",1641.00,3.20,"installed only to find exhibitions listed are from 2018. out of date. no current exhibits listed. Not a helpful app Expected to see a preview of the exibition. No. Some local music only to accompany  your tour. No guided information on the pictures. Then a page showing a keypad. Chose a stop number. What does that mean? VAG, why even bother.",343.00,31/07/2018,19/03/2021,962.00,28.00,5000.00,2.30,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.acoustiguidemobile.asian_art_museum,Asian Art Museum SF,15.00,"The Asian Art Museum’s app is your personal guide to more than 6,000 years of Asian art and culture. An invaluable resource on your tour of the galleries, this app is just as informative in the comfort of your own home, or while headed to the museum on public transportation. Through audio and video, learn more about the museum’s masterpieces and other significant artworks in five languages: English, French, Spanish, Mandarin and Cantonese.Access exclusive content, and take control of your museum visit by using the app to:• Locate an artwork by inputting the stop number, keyword search or browse through a listing• Plan out your visit ahead of time (great for large groups or families with kids)• Navigate the galleries with detailed maps• Save your favorite pieces to visit again and show to friends• Live Tweet your museum experience or share the highlights on social mediaAbout the Museum: The Asian Art Museum–Chong-Moon Lee Center for Asian Art and Culture is one of San Francisco's premier arts institutions and home to a world-renowned collection of more than 18,000 Asian art treasures spanning 6,000 years of history. Through rich art experiences, centered on historic and contemporary artworks, the Asian Art Museum unlocks the past for visitors, bringing art to life and serving as a catalyst for new art, new creativity and new thinking.Read moreCollapse",1372.00,4.50,"Great app! Yes, it takes a lot of storage but it's so beautiful! I love Asian Art!  :-) Too much to download .. no Content at all Great information I wish there wish there was more information and video information.",215.00,13/12/2019,19/03/2021,462.00,27.00,1000.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.acoustiguidemobile.am_neuegalerie,ASK Brooklyn Museum,111.00,"When you’re onsite visiting the Brooklyn Museum, you can use our app to ASK us questions or start a conversation about the work you see on view. You’ll be connected with a team of art historians and educators who know our collection, can help answer questions, and give you recommendations on what to see next.When you use ASK, we use location aware bluetooth sensors to identify which works you are near allowing our staff to better assist you. In addition to bluetooth, our app requires location services, notification services, and wifi for full functionality. Please connect to Brooklyn Museum wifi once you are in the building. The ASK Brooklyn Museum app is supported by Bloomberg Philanthropies.Read moreCollapse",719.00,4.90,"I loved using this app and will definitely use it again. I'm even excited to return to the museum just to get to use the app. I had a question about a photograph title that was keeping me from paying full attention to the photo itself. The curator's answer caused me to look once again and more close...Full ReviewI loved using this app and will definitely use it again. I'm even excited to return to the museum just to get to use the app. I had a question about a photograph title that was keeping me from paying full attention to the photo itself. The curator's answer caused me to look once again and more closely. That second look cleared my question and then I was able to view the photo without puzzlement, and as a result, I saw more of what the photographer was trying to convey. I'm hooked! I like the idea. The historians do a great job of providing useful information about various items in the exhibits. This could potentially be improved if there were some partially automated responses, particularly when doing a scavenger hunt. Kids tend to lose interest when waiting for responses fro...Full ReviewI like the idea. The historians do a great job of providing useful information about various items in the exhibits. This could potentially be improved if there were some partially automated responses, particularly when doing a scavenger hunt. Kids tend to lose interest when waiting for responses from historians during times when there is an increased demand on the historians attention. It's like having. Professional museum guide. you can ask anything - general or specific - and get a great answer - and get a follow-up if you need more info. Response time very quick - and the answer is there on your phone. This a great service! Great app for when you're in a museum and would like to know more about specific pieces. Fast response and easy to use.",1868.00,08/06/2017,19/03/2021,1380.00,8.90,5000.00,4.20,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.acoustiguidemobile.am_kimbell,Kimbell,21.00,"The Kimbell Art Museum, owned and operated by the Kimbell Art Foundation, is internationally renowned for both its collections and for its architecture. The Kimbell’s collections range in period from antiquity to the 20th century and include European masterpieces by artists such as Fra Angelico, Michelangelo, Caravaggio, Poussin, Velázquez, Monet, Picasso and Matisse; important collections of Egyptian and classical antiquities; and Asian, Mesoamerican and African art. The Museum’s building, designed by the American architect Louis I. Kahn, is widely regarded as one of the outstanding architectural achievements of the modern era. A second building, designed by world-renowned Italian architect Renzo Piano, opened in November 2013.This application presents audio and visual information on 186 artworks in the Kimbell collection from various periods and cultures, as well as background on artists and the Kimbell Art Museum. Information is presented by a museum curator, a conservator and the museum director. Pinch-screen technology allows for extreme close-up views of each object. Users can select objects at random, follow one of two audio tour programs and share experiences through social media.Read moreCollapse",1224.00,4.10,"App will not download multimedia and has not been updated in 3 years. Cannot view the paintings in landscape mode by turning the phone sideways.  The title, dates, and info cover the lower part of the painting, even if you zoom in.Frustrating, dumb app",252.00,20/01/2020,19/03/2021,424.00,27.00,1000.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.acoustiguidemobile.am_hillwood,"The Israel Museum, Jerusalem",47.00,"The Israel Museum is the largest cultural institution in Israel and is ranked among the leading art and archaeology museums in the world. It includes the Shrine of the Book, an architectural icon, which is home to the renowned Dead Sea Scrolls, representing the oldest surviving copies of biblical texts. The Shrine complex also incorporates a large-scale model of Jerusalem in the Second Temple period.Read moreCollapse",420.00,3.30,"to be improved. heavy download, not fully availaible in french or italian. You have to use it with the loud speaker - not possible with hearset. So, forget the audio part, the written part is fine. האפליקציה מביישת את המוזיאון, בעת הכניסה המשתמש מחוייב להוריד עדכון בן 440 מגה, ואם אתה לא רוצה? תמות. לא ניתן לעשות דבר כל עוד העדכון לא הורד, אפילו לא לחזור אחורה. רק לסגור את האפליקציה בכוח. חוסר מקצועיות. Great Very chip and unproffesional applicaton. In order to hear 1 minute of sound you need download 150mb. Other section- another 100mb. Voice guidance not exactly meet observable item. Russian language is missed. Normal map and beacon navigation is missed.",664.00,12/12/2020,19/03/2021,97.00,23.00,10000.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.acoustiguidemobile.am_imj,"Vatican Museums Visit, Tours & Guide: Tourblink",115.00,"Discover our guided walking tours of the Vatican Museums on your phone and at your own pace! You decide when and what itineraries to do, besides being offline and without having to worry about the loss of coverage!Forget the maps and spending data or mobile phone battery! With the itineraries that our passionate Tourblinkers, instagrammers, bloggers and local inhabitants have made with images, we will guide you step by step, indicating which direction to take showing you images of the place and exhibit that you have in front of you! We will be your freetour guide on your own mobile phone. As if we were the genie of the lamp, who will make you the tour you decide, at the time you like, and spending the time you wish!We offer you itineraries lasting from 60 mins to 2 hours so you can choose the time that best suits you (especially if it is the first time you are visiting the museum or you are staying in the city for the weekend only).OFFLINE APPLICATIONDon’t you have mobile data or connection? No problem! You can visit the Vatican Museums and read all the practical information even in “airplane mode”, without spending any of that. Tourblink specializes in walking tours always available offline and through images and audios. Without maps, we guide you in the most intuitive possible way, so you don’t get lost.CURIOUS AND QUALITY INFORMATIONOur Tourblink team is composed by professionals and local guides who are art passionated and who know what questions you may be asking yourself and what would you like to see during your visit in the Vatican Museums, optimizing your time. The information in the app is concise, useful, fun and easy to understand. The one related to the artworks is free! In addition of explaining what you already knew you were coming to visit at the museum, we also tell you what we like the most about each artwork that you didn’t know you were going to see. So that when you leave the museum, you leave it with a good taste of knowledge.ITINERARIESDon't you exactly know how to profit your time? Where to start? We are here to solve that! We propose itineraries by hours, in order to enjoy the museum as much as you can! You will feel like on a tour, but on your own and at your own pace. Once you choose one of the itineraries (paying a ridiculous price of less than € 5), you can follow the route and listen to the audio guides, which will give you information to understand what you see once you are in front of it. Or if you prefer, you can read it.Read moreCollapse",2515.00,3.90,"Good application, I like the images leading to the interesting parts. But half of the paintings have been removed and switched to others and the number of audio files is really low (about a dozen). I bought the 120 min tour: Best of the Valican Museums that really needs an update. The voice is also ...Full ReviewGood application, I like the images leading to the interesting parts. But half of the paintings have been removed and switched to others and the number of audio files is really low (about a dozen). I bought the 120 min tour: Best of the Valican Museums that really needs an update. The voice is also very mechanical (synthetic voice). Not a very comprehensive experience. Does give a little more info on some exhibits but only offers a total of 20. The museum has 1000s. The app offers paid ""itineraries"" for free if you give 5 stars hence the great rating. The idea of guiding you through is good but with so few exhibits it adds very...Full ReviewNot a very comprehensive experience. Does give a little more info on some exhibits but only offers a total of 20. The museum has 1000s. The app offers paid ""itineraries"" for free if you give 5 stars hence the great rating. The idea of guiding you through is good but with so few exhibits it adds very little value to the trip. Great app, great tour. We bought the spoken tour. Very clear route through the museum Only minor issue was with one exhibit the voiceover stopped after 5 second. Rest was perfect! Nice audio guide and itineraries to follow. Cheaper than the museum guide and only the main. Perfect! Tip: take your.tickets.in advance",1605.00,18/06/2019,19/03/2021,640.00,29.00,10000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.tourblink.vaticanmuseums,"El prado Museum Visit, Tours & Guide: Tourblink",130.00,"Discover our guided walking tours of El prado Museum on your phone and at your own pace! You decide when and what itineraries to do, besides being offline and without having to worry about the loss of coverage!Forget the maps and spending data or mobile phone battery! With the itineraries that our passionate Tourblinkers, instagrammers, bloggers and local inhabitants have made with images, we will guide you step by step, indicating which direction to take showing you images of the place and exhibit that you have in front of you! We will be your freetour guide on your own mobile phone. As if we were the genie of the lamp, who will make you the tour you decide, at the time you like, and spending the time you wish!We offer you itineraries lasting from 60 mins to 2 hours so you can choose the time that best suits you (especially if it is the first time you are visiting the museum or you are staying in the city for the weekend only).OFFLINE APPLICATIONDon’t you have mobile data or connection? No problem! You can visit El prado Museum and read all the practical information even in “airplane mode”, without spending any of that. Tourblink specializes in walking tours always available offline and through images and audios. Without maps, we guide you in the most intuitive possible way, so you don’t get lost.CURIOUS AND QUALITY INFORMATIONOur Tourblink team is composed by professionals and local guides who are art passionated and who know what questions you may be asking yourself and what would you like to see during your visit in El prado Museum, optimizing your time. The information in the app is concise, useful, fun and easy to understand. The one related to the artworks is free! In addition of explaining what you already knew you were coming to visit at the museum, we also tell you what we like the most about each artwork that you didn’t know you were going to see. So that when you leave the museum, you leave it with a good taste of knowledge.ITINERARIESDon't you exactly know how to profit your time? Where to start? We are here to solve that! We propose itineraries by hours, in order to enjoy the museum as much as you can! You will feel like on a tour, but on your own and at your own pace. Once you choose one of the itineraries (paying a ridiculous price of less than € 5), you can follow the route and listen to the audio guides, which will give you information to understand what you see once you are in front of it. Or if you prefer, you can read it.Read moreCollapse",2503.00,4.30,"A waste of money. I bought the 2 hour ""best of the prado"" tour. It had only about 20 pieces and no defined route. It just provides pictures of the works, which you have to find on your own. Official Prado maps show artist locations only, not individual pieces. The actual information on each piece is...Full ReviewA waste of money. I bought the 2 hour ""best of the prado"" tour. It had only about 20 pieces and no defined route. It just provides pictures of the works, which you have to find on your own. Official Prado maps show artist locations only, not individual pieces. The actual information on each piece is short, and the audio is an auto-generated reading of the text. The videos were kind of nice, but they are in Spanish only. Same price you can buy the official Prado audio-guide with a set route. This app is not good. the voice is autogenereted and extemely dificuot to follow the instructions in the guided tour think about taking a wrong step and trying to find your way back. parts of the app are drawings which are abstract, other parts are real photos. I managed to follow about 15% until i ...Full ReviewThis app is not good. the voice is autogenereted and extemely dificuot to follow the instructions in the guided tour think about taking a wrong step and trying to find your way back. parts of the app are drawings which are abstract, other parts are real photos. I managed to follow about 15% until i got lost. Since there is no map of your acual location I spent more time figuring out where i was and where i needed to go or which painting to look at. Waste of money. Could not use it in the Prado Museum at all. All recordings in robot style voices with no set route for the museum... It took ages to locate the art pieces. All these interactive maps are so hard to follow. Definitely not worth the money...",1833.00,19/07/2019,19/03/2021,609.00,35.00,10000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.tourblink.museoelprado,"Rijksmuseum Visit, Tours & Guide: Tourblink",42.00,"Discover our guided walking tours of the Rijksmuseum on your phone and at your own pace! You decide when and what itineraries to do, besides being offline and without having to worry about the loss of coverage!Forget the maps and spending data or mobile phone battery! With the itineraries that our passionate Tourblinkers, instagrammers, bloggers and local inhabitants have made with images, we will guide you step by step, indicating which direction to take showing you images of the place and exhibit that you have in front of you! We will be your freetour guide on your own mobile phone. As if we were the genie of the lamp, who will make you the tour you decide, at the time you like, and spending the time you wish!For the Rijksmuseum, we offer you itineraries lasting 60 mins and 2 hours so you can choose the time that best suits you (especially if it is the first time you are visiting the museum or you are staying in Amsterdam for the weekend only). OFFLINE APPLICATIONDon’t you have mobile data or connection? No problem! You can visit the Rijksmuseum and read all the practical information even in “airplane mode”, without spending any of that. Tourblink specializes in walking tours always available offline and through images and audios. Without maps, we guide you in the most intuitive possible way, so you don’t get lost. CURIOUS AND QUALITY INFORMATION Our Tourblink team is composed by professionals and local guides who are art passionated and who know what questions you may be asking yourself and what would you like to see during your visit in the Rijksmuseum, optimizing your time. The information in the app is concise, useful, fun and easy to understand. The one related to the artworks is free! In addition of explaining what you already knew you were coming to visit at the museum, we also tell you what we like the most about each artwork that you didn’t know you were going to see. So that when you leave the museum, you leave it with a good taste of knowledge. ITINERARIESDon't you exactly know how to profit your time? Where to start? We are here to solve that! We propose itineraries by hours, in order to enjoy the museum as much as you can! You will feel like on a tour, but on your own and at your own pace. Once you choose one of the itineraries (paying a ridiculous price of less than € 5), you can follow the route and listen to the audio guides, which will give you information to understand what you see once you are in front of it. Or if you prefer, you can read it.Read moreCollapse",2525.00,4.40,"I love this app, it is nice to have explanations on the paintings at my fingertips. I wish it were more expansive, there were so many more treasures. what a disappoint, we planned on using this app after checking it out on my wife's iPhone 10, unfortunate I down load it on my Samsung s7 and it crashes every time. tried rebooting and reinstalling no just crashes. We don't know a ot of arts but with this app we enjoy the quick visit in the museum and we buy the ticket. 100% recommendable App tries to trick you into rating 5 stars on play store using cheap tricks",566.00,19/07/2019,19/03/2021,609.00,17.00,5000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.tourblink.rijksmuseum,Art Institute of Chicago App,42.00,"Download the award-winning Art Institute of Chicago Official Mobile app. The Art Institute has thousands of artworks on view—each with its own story to tell. Our app is your personal guide to the collection; introducing you to a world of art, culture, and creativity along the way.There’s bound to be a tour that suits your interests. Whether it’s architecture or Impressionism, modern art or miniatures, the audio tours cover a range of subjects and are rich with behind-the-scenes anecdotes, unique and varied voices, and music that weaves a narrative thread. Plus, a location-aware map helps you orient yourself in the galleries and see which artworks are nearby. Members can even access a digital version of their member card so they can enjoy all their on-site benefits.Hop on or off a tour at any time—and listen wherever you are, not just at the museum. A fresh and engaging experience of art awaits.Read moreCollapse",924.00,2.80,"This is a terrible app. It is designed to discourage people from using it. When you walk into the museum you want to show your membership. The first screen that appears is a useless welcome screen with no menu. Then there’s a useless top view of the museum, followed by an equally useless front view....Full ReviewThis is a terrible app. It is designed to discourage people from using it. When you walk into the museum you want to show your membership. The first screen that appears is a useless welcome screen with no menu. Then there’s a useless top view of the museum, followed by an equally useless front view. Finally you get a second welcome screen, but you’re still one or two steps from the membership card. The “info” menu takes you to a page offering to sell you tickets, which for a membe I renewed my membership to the Art Institute and wanted this app for the member card feature. It keeps showing my membership as expired, even though I uninstalled and reinstalled the app. I paid for the renewal a week ago. There's no excuse to screw up such a basic feature - poor quality app. I listened to the Andy Warhol narrative but it constantly froze. I had to exit the application and come back again. It was a little frustrating. Timeout repeatedly when attempting to login.",1283.00,09/01/2020,19/03/2021,435.00,15.00,10000.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=uk.ac.liv.vgmibeacon,Victoria Gallery & Museum,,"Make the most of your visit to the Victoria Gallery & Museum, the iconic redbrick centrepiece of the University of Liverpool campus.Our brand-new app allows you to interact with many of the building’s features, revealing the rich history of the Victoria Building that was built in 1892.Using clever location-based technology, the app will suggest points of interest as you move around the building - although the app works just as well from home, allowing you to explore all 3 floors of the VG&M that are open to the public, as well as some behind-the-scenes gems that are usually off limits!App features:- Location-based recommended points of interest- Interactive building floor plans- History of the building including photographs, video & audio clips- Choose between a text based or audio guided tour of the buildingRead moreCollapse",837.00,0.00,"Excellent app, gives a very informative view of the museum.  It is full of information and history of the area and more. Well worth downloading",143.00,01/06/2016,19/03/2021,1752.00,9.70,5000.00,4.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.mobile.mods,Museum of Discovery & Science,7.00,"Bring the entire family to the Museum of Discovery and Science for a day of fun and exploration.  Use our new Mobile App to enhance your visit experience.   The App also lets you keep up-to-date with what’s happening at the Museum from the comfort of your own home! Key Features: • Stay Connected:  Keep in touch with all that's happening in the Museum straight from your phone including new IMAX films, new exhibits, new exhibits, special weekend events, sponsorship opportunities, and more.• AutoNation IMAX 3D Theater: See what's playing in the IMAX Theater plus you can order tickets.• Student-made Apps:  Check out the exhibits apps created by high schoolers from the APP-titude program featuring Augmented Reality (AR), quizzes, and videos. • Virtual Tour:  Take a virtual tour of the museum from your phone. • Built-in Maps:  Lost inside the Museum? Check out our maps to maximize your time or prepare for your next visit.The Museum’s Mobile App was created by Broward County high school students as part of APP-titude, the Museum’s two-year internship for high school juniors and seniors. The project was funded by United Way of Broward.Read moreCollapse",1162.00,4.40,This app is incredible. Well done! dont bother. its a download for an app version of their website. Very Nice,109.00,08/01/2020,19/03/2021,436.00,96.00,1000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.etips.tatemodern.travel.guide,Tate Modern Travel Guide,,"100% Free travel guide. More than 14 languages supported.Trip planner with best activities and top rating tours offered for you to book instantly. Daily itineraries. Day walking tours. City Sightseeing. Hop-On Hop-Off tours and many more. Street and public transportation maps. Subway, Metro, Trains.Start planning your prefect trip to Tate Modern.Top attractions including:✓  London✓  Big Ben✓  Tower of London✓  Parliament Square✓  Palace of Westminster✓  Westminster Abbey✓  Buckingham Palace✓  London Eye✓  Tower Bridge✓  Piccadilly Circus✓  St Paul's Cathedral✓  Trafalgar Square✓  British Museum✓  Natural History Museum✓  National Gallery Tate Modern Travel Guide is the perfect companion to your trip. Discover it today for free.Read moreCollapse",754.00,0.00,"Not really a lot to do with Tate Modern, Just trying to sell other trips and hotels",83.00,30/12/2020,19/03/2021,79.00,34.00,500.00,5.10,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.DigitalMind.DNMapp,Museum of Danish National History,5.00,"Welcome to the Visual Guide to the Museum of Danish National History, Frederiksborg Castle. This app will be your guide to the paintings from the 20th and 21st centuries. The app provides you with easy access to the stories behind the paintings and the era they represent. You can also use the app as an overview of all the paintings in each room. Save your own favorite paintings in the app and retrieve them after your visit.Read moreCollapse",444.00,3.20,Awesome but big,15.00,30/06/2017,19/03/2021,1358.00,29.00,500.00,4.10,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.codegears.pinngears.museum.bnm,9/11 Museum Audio Guide,516.00,"""The National September 11 Memorial Museum at the World Trade Center bears solemn witness to the terrorist attacks of September 11, 2001 and February 26, 1993. The Museum honors the 2,983 victims of these attacks and all those who risked their lives to save others. It further recognizes the thousands who survived and all who demonstrated extraordinary compassion in the aftermath.The 9/11 Memorial & Museum audio guide provides themed audio tours featuring stories from the day of 9/11 and the recovery at Ground Zero. It also presents details of the Museum’s archaeological elements and architectural designs of the Memorial and the Museum.Features- A comprehensive tour of the Museum narrated by Robert De Niro.- First person accounts of survival and resilience.- In-depth tours on new and rotating exhibitions and artifacts.- An age-appropriate tour for families and children.- An architectural tour of the site that explores the design of the original World Trade Center and the Museum as it stands today.- Translations in Chinese, French, German, Italian, Japanese, Portuguese and Spanish.- Audio description and American Sign Language tours.Read moreCollapse",1166.00,4.00,"A few issues like we could not find the south tower excavation audio and it was not where the narrator described. Also some of the audio guides were under different names and locations than the narrators stated. However overall it was an excellent guide and very much enhanced our experience. Plus it...Full ReviewA few issues like we could not find the south tower excavation audio and it was not where the narrator described. Also some of the audio guides were under different names and locations than the narrators stated. However overall it was an excellent guide and very much enhanced our experience. Plus it was a good free alternative to the expensive audio and live tours for purchase at the museum. 100 audio clips are stored as 1 file rather that 100,so download was reset if I lost wi-fi connection or phone screen locked. No option to download text only. Took over 30 mins on 5th attempt, totally wasting my time in the museum. App needs better design to minimise these problems. The order of the audio does not match with the order of progress through the building, so you hear content that does not match up with where you are. Very confusing. Stopped using it after a couple of segments. Worked sporadically on a Nokia 6, but not on a Pixel 3. Think it might require cellular data to view, but even then was unreliable.",1335.00,22/01/2019,19/03/2021,787.00,6.80,1000000.00,5.10,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.tristaninteractive.sept11memorial,National Museum of Beirut,47.00,"This application was developed by Ourjouwan.com in collaboration with the Ministry of Culture of Lebanon / Directorate General of Antiquities. The National Museum of Beirut has created and compiled it with careful regard to reflect the rich heritage of the museum. The application will be improved, enhanced, and expanded on a continuous basis. The application provides information about a selection of the National Museum of Beirut collection:- By chronology- By type of objects- By location On site, this application offers an Audio Guide, in three languages, commenting around fifty masterpieces of the archaeological collection on display in the National Museum.",666.00,4.60,Nice and interesting. Intellectual Every lebanese should download this app and share it. It develops our culture anw u wont regret Superb Its the best and most useful app in my pages download it and see the great history of lebanon Very minimal selection. Database should be more inclusive. Photo resolution very poor as well.,326.00,24/11/2016,19/03/2021,1576.00,73.00,1000.00,5.10,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.ourjouwan.BeirutMuseum,Antwerp Museum App,237.00,"The Antwerp Museum App is your trusted companion in and outside of Antwerp’s museums. Antwerp is a real treat for museum lovers. There’s an abundance of art and history to explore. The Antwerp Museum App is a fantastic upgrade of your visit to Antwerp’s museums. It is loaded with exclusive content and curated tours.Must see tours* Follow in the footsteps of the migrants who left for the United States during a city walk by the Red Star Line Museum* Meet Peter Paul Rubens in his home at the centre of Antwerp* Discover the highlights of Museum Mayer van den Bergh Museum in just 30 minutes* Let the authors Rachida Lamrabet, Kristien Hemmerechts or Tom Naegels guide you through the House of Literature* Take your (grand)children on a tour of the finest comic walls in the cityGood to know: New tours are added regularly so there is always something new to explore.Loads of advantages* All Antwerp museums in one app* Tours in the museums and in the city* Loads of photography, video and audio* Download tours for offline use* Also great fun for childrenThe Antwerp Museum App* features tours by: MAS | Museum aan de Stroom, Red Star Line Museum, Middelheim Museum, Fashion Museum (MoMu), Rubens House, Museum Plantin-Moretus, Museum Mayer van den Bergh, Museum Rockoxhuis, Vleeshuis Museum, Letterenhuis, Maagdenhuis Museum, Hendrik Conscience Heritage Library;* is available for tablet and smartphone; for Android and iOS;* is available in Dutch, English, French, German, Spanish and Italien* is freeEnjoy!More info at www.antwerpmuseumapp.com",1548.00,4.20,"It indeed creates an atmosphere while walking through museums, churches etc. I not real like dis ap Brilliant Horrible, bloated, requires a ridiculous amount of permissions, unacceptable privacy policy. People rating this 5 stars are probably on the Antwerp payroll..",267.00,21/02/2020,19/03/2021,392.00,66.00,10000.00,4.20,,,,,,,,,,,
https://play.google.com/store/apps/details?id=be.digipolis.ama,The San Diego Museum of Art,15.00,"You will never look at art the same way. The San Diego Museum of Art App will change how you experience an art museum. Hear the fascinating stories behind the art, artists and styles through video, custom audio tours and cutting edge augmented reality. Bring priceless pieces of art to life through this awesome new app.Content Overviews: How much content can you fit on a 24 square inch wall label? Deep dive to your hearts content about any item that intrigues you with the App. Find out about the artist’s life, fun facts about the item and even watch videos. Experience and enjoy content that isn’t available anywhere else in the museum.Keep enjoying SDMA from the comfort of your home: While visiting the museum, use the “favorite” function to save the items you want to do a deep dive on later. With hours and hours of content, you will always have something new and exciting to learnAn Art Adventure: Ready to experience magic? As you walk through the gallery the app will automatically know where you are. When you approach different items, the content related to that item will automatically pop up. Art comes to life as you discover what fascinates you most.",1168.00,3.90,"Counter intuitive.  Less info than the very basic wall placards.  No useful search function The pop-up ads were too obtrusive. I couldn't even read a single description of a painting without being interrupted with a coupon for 10% off at the gift shop. Used 2 gb of data in four hours, but great content. I really loved the content,  and the app worked fine on my Sony Xperia on t mobile. Well written and informative. But it used 2 gb of data in a four hour trip. It used all of my data for the month in one visit. That is a broken and unusable app for anyone on a data budget. Be careful with this app. ...Full ReviewI really loved the content,  and the app worked fine on my Sony Xperia on t mobile. Well written and informative. But it used 2 gb of data in a four hour trip. It used all of my data for the month in one visit. That is a broken and unusable app for anyone on a data budget. Be careful with this app. I'm going to ask the company that makes this app for the thirty dollars it costs to upgrade my data use for this month.  Edit: contacted guru and they were great about tech support. T mobile reversed the issue. Won't open on Nexus 6P App crashes before opening. Need to be reviewed.",1201.00,23/12/2019,19/03/2021,452.00,62.00,5000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=co.theguru.sdmofa,Dom Museum Wien,8.00,"Explore the Dom Museum Wien collections, ranging from historic art that dates back 1000 years, to cornerstones of classic modernity and contemporary art. The Dom Museum Wien app responds to your location as you walk through the museum, offering rich multimedia content to explore during your visit or from home, including: · Collection and exhibition guides in English, German, French, Italian, Russian and Spanish  · Exclusive audio, video, and images for select exhibitions and museum architecture· Director’s Tour: Dom Museum Wien Director Johanna Schwanberg presents her personal take on favorite objects· Kids' guides for select exhibitions (including a team quiz for school students)· Ability to select preferred language, and add or delete download content· Accessible feature, for independent use by blind and visually impaired people with TalkBack modeFeatures available exclusively at the museum include:· A responsive feature that automatically displays information about the artworks nearest you The combination of sacred historic art with cornerstones of classic modernity and contemporary art is just one of the features that makes Dom Museum Wien so unique. Located adjacent to St. Stephen’s Cathedral in the heart of Vienna, Austria, the museum also hosts special exhibitions that explore social, cross-cultural, and interfaith questions.The painting of Rudolf IV, the Hapsburg Duke of Austria, largely considered the oldest portrait of the western world, as well as his gold-threaded burial shroud rank among the highlights of the collection. The legendary Otto Mauer Collection includes modern and contemporary art, such as works by Expressionists and Secessionists as well as by key figures of the Austrian and international avant-garde. The Collection is continuously expanded to include works by contemporary artists.Note: This app requires an Internet connection. Use our free public WiFi when you visit Dom Museum Wien.",1942.00,4.90,I appreciate the User Experience (ux) Design,44.00,09/11/2020,19/03/2021,130.00,32.00,500.00,4.10,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.fluxguide.dommuseum,The Viking Ship Museum,25.00,"The Viking Ship Museum at Bygdøy is one of two buildings belonging to the Museum of Cultural History at the University of Oslo, Norway. At the Viking Ship Museum are finds from the burials from Tune, Gokstad and Oseberg.This audioguide app is presented in multiple languages and have support for ibeacons. The audience is visitors to the museum, but also users who want to experience the content of the app outside the museum.",426.00,4.30,"Great but audio needs fixing in English version. A good explanation in English but an annoying drumming sound in the background of the audio. I feel this could be easily fixed. So kool seen it on youtube now.idk how.the app came up wow hail Did not work. Audio is too low to hear, even with phone volumes at max levels.",319.00,21/05/2019,19/03/2021,668.00,43.00,5000.00,4.40,,,,,,,,,,,
